_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
2070,2121,WESTON RD,None,HABITANT DR,None,None,None,2007-08-08T15:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2070,10543103,13451292,1,,,,2070,,,,2018-09-06T04:00:00,2018-09-06T04:00:00,,,"East: Crosswalk, West: None","{'type': 'MultiPoint', 'coordinates': [[-79.5410950059697, 43.74596200007783]]}"
2071,2122,DUNDAS ST W,None,SHERIDAN AVE,None,None,None,2007-08-09T15:45:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2071,8128443,13466880,1,1,,,2071,,,,,,2019-09-06T04:00:00,2019-09-06T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.43368899462702, 43.64977199701338]]}"
2072,2123,ROYAL YORK RD,16m SOUTH OF,GOVERNMENT RD,None,None,None,2007-06-14T14:20:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2072,30075834,,1,,,,2072,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51596500406005, 43.65756999576633]]}"
2073,2124,DUNDAS ST W,None,CHESTNUT HILLS CRES,None,None,None,2007-07-26T16:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2073,9340339,13466556,1,,,,2073,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.52490299906357, 43.65299899597898]]}"
2074,2125,PHARMACY AVE,None,KNIGHTSBRIDGE RD,None,None,None,2007-08-30T17:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2074,112015,13455320,1,,,,2074,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29360799520089, 43.716173998936405]]}"
2075,2127,WILLIAM R ALLEN RD,None,DE BOERS DR,None,None,None,2009-11-03T16:20:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2075,20230202,20230204,1,,,,2075,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46373000355393, 43.751756997921504]]}"
2076,2128,DUFFERIN ST,None,YORK UNIVERSITY BUSWAY,None,None,None,2009-11-04T16:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2076,20142356,20142358,1,,,,2076,1,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46767999911411, 43.77191499582479]]}"
2077,2129,ALNESS ST,None,YORK UNIVERSITY BUSWAY,None,None,None,1964-12-11T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2077,30020795,20142354,1,1,,,2077,1,,,,,,,LPI not required since buses are only doing EBRT where there is no pedestrian crossing on south leg.,"{'type': 'MultiPoint', 'coordinates': [[-79.47215699844435, 43.77122500131628]]}"
2078,2130,MURRAY ROSS PKWY,None,COLUMBIA GT,EVELYN WIGGINS DR,None,YORK UNIVERSITY BUSWAY,2009-08-19T17:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,5,2078,20149133,13448189,1,1,,,2078,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49429599708036, 43.76634700363303]]}"
2079,2131,THE POND RD,None,JAMES GILLIES ST,YORK UNIVERSITY BUSWAY,None,None,2009-08-19T17:20:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,5,2079,20149156,,1,1,,,2079,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49692275320857, 43.77119352571944]]}"
2080,2132,YORK BLVD,None,YORK UNIVERSITY BUSWAY,PRIVATE ACCESS,PARKING LOT,None,2009-08-26T15:55:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2080,20149167,20149169,1,1,,,2080,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49680499437503, 43.774521002145676]]}"
2081,2133,BATHURST ST,None,CARIBOU RD,DELL PARK AVE,None,None,2007-10-04T17:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2081,445207,13455397,1,1,,,2081,,,,2021-12-31T05:00:00,2021-12-31T05:00:00,2021-12-31T05:00:00,2021-12-31T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42941300232282, 43.71762900385281]]}"
2082,2134,DUFFERIN ST,None,SASKATCHEWAN RD,BRITISH COLUMBIA RD,None,None,2007-05-31T14:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2082,1147517,13469026,1,1,,,2082,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42497081843955, 43.63264573029864]]}"
2083,2135,LAKE SHORE BLVD W,None,SYMONS ST,None,None,None,2007-10-17T14:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2083,7963700,13470205,1,,,,2083,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49034300403244, 43.60856300209674]]}"
2084,2136,LAKE SHORE BLVD W,None,HILLSIDE AVE,None,None,None,2007-10-23T14:50:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2084,7963866,13470146,1,,,,2084,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49002900011604, 43.611151001952685]]}"
2085,2137,KIPLING AVE,None,HINTON RD,PRIVATE ACCESS,None,None,2007-12-05T15:50:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2085,6052173,13454463,1,,,,2085,,,,2019-07-29T04:00:00,2019-07-29T04:00:00,2023-03-24T04:00:00,2023-03-24T04:00:00,East & West: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.57347400090535, 43.7257500009818]]}"
2086,2138,WESTON RD,70m SOUTH OF,DAMASK AVE,None,None,None,2007-09-25T15:40:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2086,442651,,1,,,,2086,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5399699972343, 43.741190000435004]]}"
2087,2139,KIPLING AVE,None,SNARESBROOK DR,PRIVATE ACCESS,None,None,2007-12-06T15:20:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2087,9667014,13455043,1,,,,2087,,,,2023-04-19T04:00:00,2023-04-19T04:00:00,2023-04-19T04:00:00,2023-04-19T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57151100476827, 43.721701000722874]]}"
2088,2140,ALBION RD,280m EAST OF,FINCH AVE W,None,None,None,2007-12-20T16:20:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2088,906946,,1,,,,2088,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.58566900179609, 43.74058499875228]]}"
2089,2141,WESTON RD,None,BIRDSTONE CRES,None,None,NORTH INTERSECTION,2007-10-24T14:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2089,14659125,14659127,1,,,,2089,,,,2018-09-20T04:00:00,2018-09-20T04:00:00,,,East & West: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.46936099695608, 43.67412699794101]]}"
2090,2142,FINCH AVE E,110m EAST OF,YONGE ST,PRIVATE ACCESS,TTC ACCESS,None,2008-04-17T19:45:00,SCOOT,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2090,20040541,,1,,,,2090,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41425000505947, 43.78007000412196]]}"
2091,2143,CHERRY ST,None,COMMISSIONERS ST,None,None,EAST INTERSECTION,2009-07-17T14:08:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2091,14066690,13467444,1,,,,2091,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35248099520982, 43.645312003657445]]}"
2092,2144,YONGE ST,None,ROEHAMPTON AVE,ORCHARD VIEW BLVD,None,None,2015-12-19T13:25:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2092,1138265,13456893,1,,,,2092,,,,2020-12-29T05:00:00,2020-12-29T05:00:00,2020-12-29T05:00:00,2020-12-29T05:00:00,LPI is in all directions.,"{'type': 'MultiPoint', 'coordinates': [[-79.39862699457748, 43.70798500061945]]}"
2093,2145,EVANS AVE,None,BESTOBELL RD,None,None,None,2007-12-04T17:10:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2093,7336723,13470125,1,,,,2093,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54026399883907, 43.61262899589933]]}"
2094,2146,BELFIELD RD,None,IRON ST,None,None,None,2007-11-27T16:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2094,908347,13458423,1,,,,2094,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.58115100072673, 43.70064599661837]]}"
2095,2147,WARDEN AVE,260m NORTH OF,BERTRAND AVE,None,None,GATINEAU HYDRO CORRIDOR TRAIL,2011-09-15T18:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,2095,30020237,30020236,1,,,,2095,1,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.29064799941202, 43.73535200322717]]}"
2096,2149,VICTORIA PARK AVE,170m NORTH OF,DENTON AVE,PRIVATE ACCESS,VICTORIA PARK STATION,None,2010-05-21T15:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2096,11382305,,1,1,,,2096,,,,2020-12-10T05:00:00,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.28959000431621, 43.69431399783182]]}"
2097,2150,FINCH AVE W,None,EDITHVALE DR,PRIVATE ACCESS,None,None,2008-05-07T15:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2097,9038822,13446496,1,1,,,2097,,,,2021-02-01T05:00:00,2021-02-01T05:00:00,2018-08-30T04:00:00,2018-08-30T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.42706199567768, 43.77720699779992]]}"
2098,2151,DUFFERIN ST,None,GIBSON ST,None,None,None,2009-02-17T18:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2098,9781088,13459999,1,1,,,2098,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.44808700541279, 43.6903910036825]]}"
2099,2152,ROYAL YORK RD,None,GLENROY AVE,None,None,None,2008-01-08T15:12:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2099,10144656,13468117,1,,,,2099,,,,2019-07-29T04:00:00,2019-07-29T04:00:00,2024-01-23T05:00:00,,"East: Crosswalk, West: None","{'type': 'MultiPoint', 'coordinates': [[-79.509270995081, 43.64223700439263]]}"
2100,2153,WESTON RD,None,SIDNEY BELSEY CRES,PRIVATE ACCESS,None,None,2008-07-03T14:50:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2100,6069066,13459646,1,,,,2100,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50467099616601, 43.69324400035751]]}"
2101,2154,HUMBERWOOD BLVD,None,MORNING STAR DR,None,None,None,2008-06-11T17:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2101,30032724,30032673,1,1,,,2101,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.6222160007694, 43.726174001190664]]}"
2102,2156,MARKHAM RD,None,SELECT AVE,None,None,None,2008-11-12T16:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2102,20364355,20364357,1,,,,2102,,,,2020-12-11T05:00:00,2020-12-11T05:00:00,,,North & South Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.25102000236264, 43.83345100017012]]}"
2103,2157,INGRAM DR,None,KINCORT ST,PRIVATE ACCESS,None,None,2008-07-16T15:48:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2103,5378127,13458175,1,,,,2103,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46944799469077, 43.70085999876162]]}"
2104,2158,BRIDLETOWNE CRCL,None,BEVERLY GLEN BLVD,PRIVATE ACCESS,BRIDLEWOOD MALL,None,2008-10-07T16:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2104,105159,13443533,1,,,,2104,,,,2023-04-26T04:00:00,2023-04-26T04:00:00,2023-04-26T04:00:00,2023-04-26T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.32009800058182, 43.79948899802138]]}"
2105,2159,MCLEVIN AVE,None,PINERY TRL (WEST),PRIVATE ACCESS,None,None,2008-10-07T15:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2105,14236848,14236850,1,,,,2105,,,,2021-12-24T05:00:00,2021-12-24T05:00:00,2021-12-24T05:00:00,2021-12-24T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.22540699831274, 43.80620200219795]]}"
2106,2160,MARKHAM RD,190m SOUTH OF,STEELES AVE E,PRIVATE ACCESS,None,PRIVATE ACCESS BOTH SIDES,2009-06-18T18:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2106,20364356,,1,,,,2106,,,,2020-12-11T05:00:00,2020-12-11T05:00:00,2020-12-11T05:00:00,2020-12-11T05:00:00,LPI is in all directions,"{'type': 'MultiPoint', 'coordinates': [[-79.25106899706992, 43.83490999985458]]}"
2107,2161,STEELES AVE E,None,MARYDALE AVE,None,None,MARYDALE AVE NORTH & SOUTH OF STEELES,2008-10-09T15:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2107,14228231,14228233,1,,,,2107,,,,2021-11-04T04:00:00,2021-11-04T04:00:00,2021-11-04T04:00:00,2021-11-04T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.25433600166717, 43.83587900406746]]}"
2108,2162,STEELES AVE E,None,SHADLOCK ST,STATE CROWN BLVD,None,None,2016-03-17T19:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2108,14303971,14303972,1,,,,2108,,,,2021-11-04T04:00:00,2021-11-04T04:00:00,2021-11-04T04:00:00,2021-11-04T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.26115000380986, 43.834301996691146]]}"
2109,2163,BAMBURGH CRCL,None,WINTERMUTE BLVD,None,None,None,2010-05-20T17:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2109,3049683,13442146,1,,,,2109,,,,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.32254100373578, 43.816142999618215]]}"
2110,2164,WILLOWDALE AVE,None,ABITIBI AVE,None,None,None,2009-06-16T14:45:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2110,436608,13443911,1,,,,2110,,,,2024-05-08T04:00:00,2024-05-08T04:00:00,2024-05-08T04:00:00,2024-05-08T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41378299394232, 43.797596001342995]]}"
2111,2165,BIRCHMOUNT RD,None,STALEY TER,None,None,None,2009-06-17T14:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2111,104441,13442802,1,,,,2111,,,,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.31037099427564, 43.80688999591991]]}"
2112,2166,BIRCHMOUNT RD,None,CHELWOOD RD,PRIVATE ACCESS,None,None,2009-02-06T17:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2112,111688,13453971,1,,,,2112,,,,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.27602999831477, 43.72535800448095]]}"
2113,2167,PORT UNION RD,None,ADENMORE RD,CLAPPISON BLVD,None,None,2008-08-28T05:10:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2113,20051202,13445421,1,,,,2113,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.13742400518505, 43.78139899873119]]}"
2114,2168,BIRCHMOUNT RD,None,BONNIEWOOD RD,None,None,None,2009-01-27T20:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2114,4382042,13453581,1,,,,2114,,,,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,2024 Vision Zero,"{'type': 'MultiPoint', 'coordinates': [[-79.27705000149061, 43.7277279992012]]}"
2115,2169,BRIMLEY RD,None,COMRIE TER,ANSON AVE,None,None,2009-07-03T15:12:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2115,111647,13454035,1,,,,2115,,,,2022-11-15T05:00:00,2022-11-15T05:00:00,2022-11-15T05:00:00,2022-11-15T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.24296099568849, 43.724424997689056]]}"
2116,2170,PHARMACY AVE,None,BOLSTER AVE,NANCY AVE,None,None,2008-08-26T17:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2116,112472,,1,,,,2116,,,,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,2024-05-30T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.289419997168, 43.70642000053004]]}"
2117,2171,MORNINGSIDE AVE,28m NORTH OF,LING RD,None,None,None,2009-07-15T14:00:00,TransSuite,None,PA - MPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,2117,108387,,1,,,,2117,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.18562999785497, 43.76660999626681]]}"
2118,2172,SCARBOROUGH GOLF CLUB RD,None,PAR AVE,None,None,None,2009-07-09T14:10:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2118,108666,13447911,1,,,,2118,,,,2022-02-15T05:00:00,2022-02-15T05:00:00,2022-02-15T05:00:00,2022-02-15T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.21643600592822, 43.764317003323356]]}"
2119,2173,MORNINGSIDE AVE,None,DANZIG ST,None,None,None,2009-07-15T04:50:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2119,108846,13447752,1,,,,2119,,,,2020-12-15T05:00:00,2020-12-15T05:00:00,2020-12-15T05:00:00,2020-12-15T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.18488099931695, 43.764866998842976]]}"
2120,2174,SCARBOROUGH GOLF CLUB RD,None,BANKWELL AVE,SLAN AVE,None,None,2009-07-08T16:48:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2120,107721,13446602,1,,,,2120,,,,2022-02-15T05:00:00,2022-02-15T05:00:00,2022-02-15T05:00:00,2022-02-15T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.22007199970766, 43.77326300224338]]}"
2121,2175,BELLAMY RD N,None,AMARILLO DR,PRIVATE ACCESS,None,None,2008-12-11T19:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2121,109978,13450191,1,,,,2121,,,,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,2020-12-17T05:00:00,East West North South LPI,"{'type': 'MultiPoint', 'coordinates': [[-79.23194900488076, 43.74863500424854]]}"
2122,2176,STEELES AVE E,280 M WEST OF,MARYDALE AVE,PRIVATE ACCESS,None,None,2008-11-12T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2122,14303971,,1,,,,2122,,,,,2021-11-04T04:00:00,2021-11-04T04:00:00,2021-11-04T04:00:00,No north crosswalk.,"{'type': 'MultiPoint', 'coordinates': [[-79.25727500567685, 43.83518999661767]]}"
2123,2177,YONGE ST,280m SOUTH OF,CUMMER AVE,PRIVATE ACCESS,5791 YONGE ST,None,2009-10-06T17:30:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2123,14661307,,1,,,,2123,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41666000320349, 43.784389999704]]}"
2124,2178,LAWRENCE AVE E,None,ELINOR AVE,None,None,None,2008-08-27T15:30:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,2124,110485,13451060,1,,,,2124,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30055400162638, 43.744098999476755]]}"
2125,2179,MORTIMER AVE,None,WOODMOUNT AVE,None,None,None,2008-09-18T15:25:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2125,1449,13459399,1,,,,2125,,,,2023-09-27T04:00:00,2023-09-27T04:00:00,2023-09-27T04:00:00,2023-09-27T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.31820000076186, 43.691975002264535]]}"
2126,2180,STRACHAN AVE,None,EAST LIBERTY ST,ORDNANCE ST,None,None,2013-11-25T17:30:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2126,20111833,20111835,1,,,,2126,,,,,,2023-06-19T04:00:00,2023-06-19T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4108700033671, 43.639284000952884]]}"
2127,2181,KING ST E,None,RIVER ST,LOWER RIVER ST,None,None,2012-03-09T16:40:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2127,8708805,13465557,1,,,,2127,,,,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.356158001295, 43.65686799823528]]}"
2128,2182,BAYVIEW AVE,None,FRONT ST E,None,None,None,2017-11-23T19:50:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,2128,30029653,30043812,1,,,,2128,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35370999552848, 43.653637996942074]]}"
2129,2183,BAYVIEW AVE,None,LAWREN HARRIS SQ,LAWREN HARRIS SQ,None,None,2016-11-03T17:20:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2129,30060841,30060839,1,,,,2129,,1,1,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35362706854767, 43.6548280947941]]}"
2130,2185,FORT YORK BLVD,None,DAN LECKIE WAY,None,None,None,2016-12-07T18:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2130,20364648,20147074,1,,,,2130,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39800400519373, 43.63940399970393]]}"
2131,2186,LAKE SHORE BLVD W,None,DAN LECKIE WAY,None,None,None,2009-01-29T16:46:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2131,30082914,13973648,1,,,,2131,,,,,,2022-09-06T04:00:00,2022-09-06T04:00:00,LPI is on East & West Crosswalks.,"{'type': 'MultiPoint', 'coordinates': [[-79.39714399897309, 43.63732799709632]]}"
2132,2187,JARVIS ST,None,GLOUCESTER ST,EARL PL,None,None,2008-09-17T15:06:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,2132,1142453,13463834,1,,,,2132,,,,2021-09-09T04:00:00,2021-09-09T04:00:00,2021-09-09T04:00:00,2021-09-09T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37904500412515, 43.66793400296131]]}"
2133,2188,PARK LAWN RD,175m WEST OF,LAKE SHORE BLVD W,None,None,None,2014-12-23T17:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2133,13297428,,1,,,,2133,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.48318699985222, 43.62377399855574]]}"
2134,2189,ROYAL YORK RD,None,ALLANHURST DR,None,None,None,2008-08-19T15:31:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,2134,909532,13462244,1,,,,2134,,,,2023-12-19T05:00:00,2023-12-19T05:00:00,2023-12-19T05:00:00,2023-12-19T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.52530200348484, 43.67928299954868]]}"
2135,2190,MARKHAM RD,None,MARKANNA DR,None,None,None,2008-10-23T14:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,2135,4378194,13451422,1,,,,2135,,,,2018-09-13T04:00:00,2018-09-13T04:00:00,2020-12-18T05:00:00,2020-12-18T05:00:00,"North & South Crosswalk, East: None; West Crosswalk","{'type': 'MultiPoint', 'coordinates': [[-79.21785000014196, 43.74065899853489]]}"
